Database,,,,,,,,,,,,,,,,
Name,Version,Author,Description,Emphasis1,Emphasis2,Emphasis3,Emphasis4,,,,,,,,,
NPC_55_60,55,60,2,1,,unsure 關閉高亮視窗,"不過，既然可以在指令前方加入\r\n""指定的檔案名稱"" 和 ""資料夾名稱""\r\n那有沒有辦法一次性將\r\n所有的檔案都放入 ""暫存區域"" 中呢？",FALSE,Block,Normal,,"FSMEvent(""Highlight Panel/Turn Off Highlight"", ""Layer 2 MovableField"", ""Window Controller"");\n\nVariable[""ImageKey""] = ""unsure"";\nFSMEvent(""Tutorial Popup/Change Image"", ""Tutorial Popup Parent"", ""Tutorial Popup"");",,,,1908.944;122.7968
NPC_55_61,55,61,2,1,,happyFace,答案是有的！,FALSE,Block,Normal,,"\nVariable[""ImageKey""] = ""happyFace"";\nFSMEvent(""Tutorial Popup/Change Image"", ""Tutorial Popup Parent"", ""Tutorial Popup"");",,,,1905.78;168.9751
NPC_55_75,55,75,2,1,,cmd,"我們可以在 ""git add"" 指令前方中加入 ""."" 符號\r\n來讓 ""命令行"" 當前路徑下的檔案\r\n全部放入 ""已追蹤"" 區域裡",FALSE,Block,Normal,,"\nVariable[""ImageKey""] = ""cmd"";\nFSMEvent(""Tutorial Popup/Change Image"", ""Tutorial Popup Parent"", ""Tutorial Popup"");",,,,1903.344;289.4754
NPC_55_76,55,76,2,1,,alert,"不過要注意的是\r\n使用了 ""git add ."" 指令\r\n可能會把不想要上傳的檔案也移動到 ""暫存區域"" ！",FALSE,Block,Normal,,"\nVariable[""ImageKey""] = ""alert"";\nFSMEvent(""Tutorial Popup/Change Image"", ""Tutorial Popup Parent"", ""Tutorial Popup"");",,,,1910.121;341.502
NPC_55_77,55,77,2,1,,,"所以，在使用了這個指令後\r\n需要多加注意 ""暫存區域"" 的狀況！",FALSE,Block,Normal,,,,,,1908.06;385.7152
NPC_55_78,55,78,2,1,,happyFace 任務,"那麼我們來試試看輸入指令 ""git add .""\r\n並確認所有的檔案都已經推入 ""已追蹤"" 區域了吧！",FALSE,Block,Normal,,"\nVariable[""ImageKey""] = ""happyFace"";\nFSMEvent(""Tutorial Popup/Change Image"", ""Tutorial Popup Parent"", ""Tutorial Popup"");\n\nFSMEvent(""Quest Tracker/Add New Quest"", ""Quest Tracker Parent"", ""Quest Tracker"");",,,,1910.051;493.228
NPC_56_0,56,0,2,2,START,,,FALSE,Block,Normal,,,None(),,,1661.936;1
NPC_56_59,56,59,2,1,,BlackOn 高亮視窗,"您做的很棒！\r\n這次您也成功使用新學到的指令 ""git add .""\r\n來將電腦中的所有檔案推入到了 ""暫存區域"" ！",FALSE,Block,Normal,,"FSMEvent(""Tutorial Popup/Open Black Panel"", ""Tutorial Popup Parent"", ""Tutorial Popup"");\n\nFSMEvent(""DialogueChatWindow/expand window"", ""DialogueChat Fold Icon"", ""Button"");\n\nFSMEvent(""Common/Window/Show Window"", ""StagingAreaWindow"", ""Window"");\n\nVariable[""Switch""] = ""10"";\nFSMEvent(""Highlight Panel/Highlight Panel"", ""StagingAreaWindow"", ""Window Display"");\n\n\nFSMEvent(""Hint/Tutorial Highlight/show highlight"", ""StagedFiles Hint"", ""Hint"");\n",,,,1915.597;8.094719
NPC_56_60,56,60,2,1,,,"接下來，照著前面的流程\r\n我們這次再將所有的檔案移出 ""暫存區域"" 吧！",FALSE,Block,Normal,,"\nFSMEvent(""Hint/Tutorial Highlight/close highlight"", ""StagedFiles Hint"", ""Hint"");\n\nFSMEvent(""Hint/Tutorial Highlight/show highlight"", ""UnstagedFiles Hint"", ""Hint"");",,,,1904.109;122.7968
NPC_56_61,56,61,2,1,,,這也是本次關卡中學到的最後一個指令！,FALSE,Block,Normal,,,,,,1904.78;168.9751
NPC_56_78,56,78,2,1,,任務,"這次，您需要在 ""git reset"" 指令前面增加 ""."" 符號\r\n藉著指令 <color=red>""git reset .""</color> 來完成以上要求吧！\r\n加油！",FALSE,Block,Normal,,"FSMEvent(""Quest Tracker/Add New Quest"", ""Quest Tracker Parent"", ""Quest Tracker"");",,,,1911.299;285.5583
NPC_57_0,57,0,2,2,START,,,FALSE,Block,Normal,,,None(),,,1661.936;1
NPC_57_59,57,59,2,1,,BlackOn 高亮視窗,"非常出色！\r\n您順利地執行了指令 ""git reset .""\r\n並將電腦中的所有檔案移動回了 ""未追蹤"" 區域",FALSE,Block,Normal,,"FSMEvent(""Tutorial Popup/Open Black Panel"", ""Tutorial Popup Parent"", ""Tutorial Popup"");\n\nFSMEvent(""DialogueChatWindow/expand window"", ""DialogueChat Fold Icon"", ""Button"");\n\nFSMEvent(""Common/Window/Show Window"", ""StagingAreaWindow"", ""Window"");\n\nVariable[""Switch""] = ""10"";\nFSMEvent(""Highlight Panel/Highlight Panel"", ""StagingAreaWindow"", ""Window Display"");\n\n\nFSMEvent(""Hint/Tutorial Highlight/show highlight"", ""UnstagedFiles Hint"", ""Hint"");\n",,,,1917.597;11.09472
NPC_57_60,57,60,2,1,,cmd,按照以上的教學\r\n相信您已經掌握了指令的進階用法！,FALSE,Block,Normal,,"FSMEvent(""Highlight Panel/Turn Off Highlight"", ""Layer 2 MovableField"", ""Window Controller"");\n\nVariable[""ImageKey""] = ""cmd"";\nFSMEvent(""Tutorial Popup/Change Image"", ""Tutorial Popup Parent"", ""Tutorial Popup"");",,,,1917.109;71.79675
NPC_57_61,57,61,2,1,,tools,那麼，在關卡的後半部分\r\n讓我們再來進行模擬背景的練習！,FALSE,Block,Normal,,"Variable[""ImageKey""] = ""tools"";\nFSMEvent(""Tutorial Popup/Change Image"", ""Tutorial Popup Parent"", ""Tutorial Popup"");",,,,1918.78;132.9751
NPC_57_78,57,78,2,1,,flag,本次的關卡目標和上一關相同,FALSE,Block,Normal,,"Variable[""ImageKey""] = ""flag"";\nFSMEvent(""Tutorial Popup/Change Image"", ""Tutorial Popup Parent"", ""Tutorial Popup"");",,,,1915.299;230.5583
NPC_57_95,57,95,2,1,,crossing,"您需要根據模擬背景的需求\r\n將指定的檔案移動到 ""未追蹤"" 或是 ""已追蹤"" 區域",FALSE,Block,Normal,,"Variable[""ImageKey""] = ""crossing"";\nFSMEvent(""Tutorial Popup/Change Image"", ""Tutorial Popup Parent"", ""Tutorial Popup"");",,,,1916;279
NPC_57_96,57,96,2,1,,lens,"您可以透過 ""git status"" 指令\r\n來確認 ""暫存區域"" 的狀態",FALSE,Block,Normal,,"Variable[""ImageKey""] = ""lens"";\nFSMEvent(""Tutorial Popup/Change Image"", ""Tutorial Popup Parent"", ""Tutorial Popup"");",,,,1916;330
NPC_57_97,57,97,2,1,,lightBulb,"系統會根據 ""暫存區域"" 的內容判定目標是否達成\r\n如果失敗的並不會影響遊戲分數！",FALSE,Block,Normal,,"Variable[""ImageKey""] = ""lightBulb"";\nFSMEvent(""Tutorial Popup/Change Image"", ""Tutorial Popup Parent"", ""Tutorial Popup"");",,,,1915;380
NPC_57_98,57,98,2,1,,cmd,試著使用本次關卡中學到的指令\r\n來完成模擬背景的目標吧！,FALSE,Block,Normal,,"Variable[""ImageKey""] = ""cmd"";\nFSMEvent(""Tutorial Popup/Change Image"", ""Tutorial Popup Parent"", ""Tutorial Popup"");",,,,1913;475
NPC_57_99,57,99,2,1,,book 高亮粒子,如果忘記了指令輸入方法\r\n請再點擊遊戲手冊按鈕進行複習！,FALSE,Block,Normal,,"\nVariable[""ImageKey""] = ""book"";\nFSMEvent(""Tutorial Popup/Change Image"", ""Tutorial Popup Parent"", ""Tutorial Popup"");\n\nFSMEvent(""Hint/Particle/Show Particle"", ""GameManualButton"", ""Highlight Particle"");",,,,1913;525
NPC_57_100,57,100,2,1,,happyFace,希望您可以順利地完成接下來的模擬關卡！\r\n加油！,FALSE,Block,Normal,,"Variable[""ImageKey""] = ""happyFace"";\nFSMEvent(""Tutorial Popup/Change Image"", ""Tutorial Popup Parent"", ""Tutorial Popup"");\n\nFSMEvent(""Hint/Particle/Close Particle"", ""GameManualButton"", ""Highlight Particle"");",,,,1913;575
NPC_58_0,58,0,2,2,START,,,FALSE,Block,Normal,,,None(),,,1661.936;1
NPC_58_59,58,59,2,1,,BlackOn happyFace,恭喜您！\r\n您順利地解決了這次模擬背景的題目！,FALSE,Block,Normal,,"FSMEvent(""Tutorial Popup/Open Black Panel"", ""Tutorial Popup Parent"", ""Tutorial Popup"");\n\nFSMEvent(""DialogueChatWindow/expand window"", ""DialogueChat Fold Icon"", ""Button"");\n\nVariable[""ImageKey""] = ""happyFace"";\nFSMEvent(""Tutorial Popup/Change Image"", ""Tutorial Popup Parent"", ""Tutorial Popup"");",,,,1917.905;7.8797
NPC_58_60,58,60,2,1,,cmd,"相信透過本次的練習\r\n您也記住了 ""git add""、""git reset"" \r\n這兩個指令的進階用法了！",FALSE,Block,Normal,,"Variable[""ImageKey""] = ""cmd"";\nFSMEvent(""Tutorial Popup/Change Image"", ""Tutorial Popup Parent"", ""Tutorial Popup"");",,,,1916.431;50.43205
NPC_58_61,58,61,2,1,,reload,在關卡的最後\r\n讓我們回顧一下關卡中學到的知識與指令吧！,FALSE,Block,Normal,,"Variable[""ImageKey""] = ""reload"";\nFSMEvent(""Tutorial Popup/Change Image"", ""Tutorial Popup Parent"", ""Tutorial Popup"");",,,,1915.574;90.68819
NPC_58_75,58,75,2,1,,,我們在本次關卡裡\r\n加入了資料夾類型的檔案,FALSE,Block,Normal,,"FSMEvent(""Tutorial Popup/Close Content Panel"", ""Tutorial Popup Parent"", ""Tutorial Popup"");\n\nFSMEvent(""DialogueChatWindow/expand window"", ""DialogueChat Fold Icon"", ""Button"");\n\nFSMEvent(""Common/Window/Show Window"", ""FileManagerWindow"", ""Window"");\n\nVariable[""Switch""] = ""10"";\nFSMEvent(""Highlight Panel/Highlight Panel"", ""FileManagerWindow"", ""Window Display"");",,,,1919.603;167.2387
NPC_58_76,58,76,2,1,,,"而我們發現在 ""暫存區域"" 中\r\n並不是所有檔案都會顯示在上面",FALSE,Block,Normal,,"FSMEvent(""Common/Window/Show Window"", ""StagingAreaWindow"", ""Window"");\n\nVariable[""Switch""] = ""01"";\nFSMEvent(""Highlight Panel/Highlight Panel"", ""StagingAreaWindow"", ""Window Display"");",,,,1920.119;215.8456
NPC_58_77,58,77,2,1,,,這是因為\r\nGit 系統會判斷一個檔案是否需要被追蹤,FALSE,Block,Normal,,,,,,1918.586;256.6446
NPC_58_78,58,78,2,1,,,"如果電腦中出現了空的資料夾\r\nGit 系統會認為這些資料夾沒有追蹤的意義\r\n故不會顯示在 ""暫存區域"" 裡",FALSE,Block,Normal,,,,,,1920.088;293.7186
NPC_58_79,58,79,2,1,,,而如果電腦裡有著非資料夾類型的一般檔案\r\nGit 系統在默認情況下就會追蹤這些檔案,FALSE,Block,Normal,,,,,,1920.295;339.6503
NPC_58_83,58,83,2,1,,cmd,"接下來，我們在這次關卡中學會了四個新的指令\r\n分別是：\r\n1. ""git add 資料夾名稱""\r\n2. ""git reset 資料夾名稱""\r\n3. ""git add .""\r\n4. ""git reset .""",FALSE,Block,Normal,,"FSMEvent(""Highlight Panel/Turn Off Highlight"", ""Layer 2 MovableField"", ""Window Controller"");\n\nVariable[""ImageKey""] = ""cmd"";\nFSMEvent(""Tutorial Popup/Change Image"", ""Tutorial Popup Parent"", ""Tutorial Popup"");",,,,1922.992;465.5056
NPC_58_84,58,84,2,1,,,"這些指令都是以 ""git add"" 或 ""git reset"" 作為開頭\r\n但是它們的作用都是不同的",FALSE,Block,Normal,,,,,,1919.045;534.1706
NPC_58_85,58,85,2,1,,flyShoes,"這也是 Git 指令的一個特性 —— ""高靈活度""\r\n我們可以在指令的前方加入各種不同的文字\r\n來實現指令額外的功能",FALSE,Block,Normal,,"Variable[""ImageKey""] = ""flyShoes"";\nFSMEvent(""Tutorial Popup/Change Image"", ""Tutorial Popup Parent"", ""Tutorial Popup"");",,,,1914.77;604.251
NPC_58_86,58,86,2,1,,folder,"在 ""git add""、 ""git reset"" 加入 ""資料夾名稱""\r\n可以將資料夾中的全部檔案放入、移出 ""暫存區域""",FALSE,Block,Normal,,"Variable[""ImageKey""] = ""folder"";\nFSMEvent(""Tutorial Popup/Change Image"", ""Tutorial Popup Parent"", ""Tutorial Popup"");",,,,1916.669;667.035
NPC_58_87,58,87,2,1,,crossing,"而在 ""git add""、 ""git reset"" 加入 ""."" 符號\r\n可以一次性的將\r\n當前路徑下的所有檔案放入、移出 ""暫存區域""",FALSE,Block,Normal,,"Variable[""ImageKey""] = ""crossing"";\nFSMEvent(""Tutorial Popup/Change Image"", ""Tutorial Popup Parent"", ""Tutorial Popup"");",,,,1916.427;729.4625
NPC_58_88,58,88,2,1,,playButton,在完成了本次的關卡後\r\n我們可以繼續往下一個目標前進了！,FALSE,Block,Normal,,"Variable[""ImageKey""] = ""playButton"";\nFSMEvent(""Tutorial Popup/Change Image"", ""Tutorial Popup Parent"", ""Tutorial Popup"");",,,,1911.01;845.6454
NPC_58_89,58,89,2,1,,pencil,"在和 ""暫存區域"" 相關的關卡中\r\n我們已經成功地\r\n將修改好的檔案移動到了 ""已追蹤"" 區域",FALSE,Block,Normal,,"Variable[""ImageKey""] = ""pencil"";\nFSMEvent(""Tutorial Popup/Change Image"", ""Tutorial Popup Parent"", ""Tutorial Popup"");",,,,1908.723;899.4299
NPC_58_90,58,90,2,1,,gift,"現在，是時候將這些檔案\r\n移動到 ""存儲庫"" (Repository) 中了！",FALSE,Block,Normal,,"Variable[""ImageKey""] = ""gift"";\nFSMEvent(""Tutorial Popup/Change Image"", ""Tutorial Popup Parent"", ""Tutorial Popup"");",,,,1906.87;950.0842
NPC_58_91,58,91,2,1,,checkmark,"在下一關卡\r\n我們將會正式提交專案的第一個版本！\r\n並且我們會認識 ""存儲庫"" 裡面的內容",FALSE,Block,Normal,,"Variable[""ImageKey""] = ""checkmark"";\nFSMEvent(""Tutorial Popup/Change Image"", ""Tutorial Popup Parent"", ""Tutorial Popup"");",,,,1904.15;997.004
NPC_58_92,58,92,2,1,,happyFace,"最後，恭喜您完成本次的關卡！\r\n您已經理解了\r\n組成 Git 的三大區域之一 —— ""暫存區域""\r\n非常的厲害！",FALSE,Block,Normal,,"Variable[""ImageKey""] = ""happyFace"";\nFSMEvent(""Tutorial Popup/Change Image"", ""Tutorial Popup Parent"", ""Tutorial Popup"");",,,,1903.93;1050.428
NPC_59_0,59,0,2,2,START,,,FALSE,Block,Normal,,,None(),,,1661.936;1
NPC_59_59,59,59,2,1,,BlackOn happyFace,"歡迎來到關卡 ：\r\n""Git 的基礎：創建您的第一個 Git 專案版本""！",FALSE,Block,Normal,,"FSMEvent(""Tutorial Popup/Open Black Panel"", ""Tutorial Popup Parent"", ""Tutorial Popup"");\nFSMEvent(""DialogueChatWindow/expand window"", ""DialogueChat Fold Icon"", ""Button"");\n\nVariable[""ImageKey""] = ""happyFace"";\nFSMEvent(""Tutorial Popup/Change Image"", ""Tutorial Popup Parent"", ""Tutorial Popup"");",,,,1917.905;9.195488
NPC_59_60,59,60,2,1,,gitIcon,在這個關卡中\r\n我們將學習如何創建您的第一個 Git 專案版本,FALSE,Block,Normal,,"Variable[""ImageKey""] = ""gitIcon"";\nFSMEvent(""Tutorial Popup/Change Image"", ""Tutorial Popup Parent"", ""Tutorial Popup"");",,,,1918.202;96.93295
NPC_59_61,59,61,2,1,,reload,但首先，讓我們快速回顧一下上一關中學到的知識,FALSE,Block,Normal,,"Variable[""ImageKey""] = ""reload"";\nFSMEvent(""Tutorial Popup/Change Image"", ""Tutorial Popup Parent"", ""Tutorial Popup"");",,,,1918.517;148.7324
NPC_59_62,59,62,2,1,,crossing,"在上一關中，我們深入瞭解了 ""暫存區域"" 的結構",FALSE,Block,Normal,,"Variable[""ImageKey""] = ""crossing"";\nFSMEvent(""Tutorial Popup/Change Image"", ""Tutorial Popup Parent"", ""Tutorial Popup"");",,,,1912.254;200.87
NPC_59_63,59,63,2,1,,playButton,在回顧完了前一關的內容後\r\n讓我們馬上開始本次的教學！,FALSE,Block,Normal,,"Variable[""ImageKey""] = ""playButton"";\nFSMEvent(""Tutorial Popup/Change Image"", ""Tutorial Popup Parent"", ""Tutorial Popup"");",,,,1910.854;362.4786
NPC_59_74,59,74,2,1,,windowOutline 任務,"在建立好了關卡場景後\r\n請您先<color=red>打開 ""檔案管理"" 視窗</color>\r\n然後使用指令<color=red>來確認 ""暫存區域"" 的狀態</color>",FALSE,Block,Normal,,"Variable[""ImageKey""] = ""windowOutline"";\nFSMEvent(""Tutorial Popup/Change Image"", ""Tutorial Popup Parent"", ""Tutorial Popup"");\n\nFSMEvent(""Quest Tracker/Add New Quest"", ""Quest Tracker Parent"", ""Quest Tracker"");",,,,1918.182;525.6428
NPC_59_94,59,94,2,1,,(建構)\r,首先，我們需要建構本次的遊戲場景,FALSE,Block,Normal,"Variable[""isReplay""] == false","FSMEvent(""Tutorial Popup/Close Tutorial Panel"", ""Tutorial Popup Parent"", ""Tutorial Popup"");\n\nFSMEvent(""Stage Manager/Load Default Background Story"", ""Stage Manager Parent"", ""Background Controller"");\n",,,,2011.605;462.8434
NPC_59_95,59,95,2,1,,(建構)\r hammer,首先，我們需要建構本次的遊戲場景,FALSE,Block,Normal,"Variable[""isReplay""] == true","Variable[""ImageKey""] = ""hammer"";\nFSMEvent(""Tutorial Popup/Change Image"", ""Tutorial Popup Parent"", ""Tutorial Popup"");",,,,1812.408;460.6957
NPC_59_96,59,96,2,1,,cmd,"以及如何使用 ""git add"" 和 ""git reset"" 進行進階操作\r\n我們學到了在指令前面\n加入 ""資料夾名稱"" 或 ""."" 符號\r",FALSE,Block,Normal,,"Variable[""ImageKey""] = ""cmd"";\nFSMEvent(""Tutorial Popup/Change Image"", ""Tutorial Popup Parent"", ""Tutorial Popup"");",,,,1912.358;252.8079
NPC_59_97,59,97,2,1,,happyFace,請您加油吧！,FALSE,Block,Normal,,"Variable[""ImageKey""] = ""happyFace"";\nFSMEvent(""Tutorial Popup/Change Image"", ""Tutorial Popup Parent"", ""Tutorial Popup"");\n",,,,1921.688;594.5624
NPC_59_98,59,98,2,1,,flyShoes,"這些指令可以\r\n讓檔案更有效地移入、移出 ""暫存區域"" 中",FALSE,Block,Normal,,"Variable[""ImageKey""] = ""flyShoes"";\nFSMEvent(""Tutorial Popup/Change Image"", ""Tutorial Popup Parent"", ""Tutorial Popup"");",,,,1912.358;304.3004
NPC_60_0,60,0,2,2,START,,,FALSE,Block,Normal,,,None(),,,1661.936;1
NPC_60_59,60,59,2,1,,BlackOn 高亮視窗,"做的好\r\n您確認了本次模擬背景的檔案內容\r\n以及目前 ""暫存區域"" 的狀態",FALSE,Block,Normal,,"FSMEvent(""Tutorial Popup/Open Black Panel"", ""Tutorial Popup Parent"", ""Tutorial Popup"");\nFSMEvent(""DialogueChatWindow/expand window"", ""DialogueChat Fold Icon"", ""Button"");\n\nFSMEvent(""Common/Window/Show Window"", ""StagingAreaWindow"", ""Window"");\nFSMEvent(""Common/Window/Show Window"", ""FileManagerWindow"", ""Window"");\n\nVariable[""Switch""] = ""10"";\nFSMEvent(""Highlight Panel/Highlight Panel"", ""FileManagerWindow"", ""Window Display"");\nVariable[""Switch""] = ""01"";\nFSMEvent(""Highlight Panel/Highlight Panel"", ""StagingAreaWindow"", ""Window Display"");\n\nFSMEvent(""Hint/Tutorial Highlight/show highlight"", ""StagingAreaWindow Hint"", ""Hint"");\nFSMEvent(""Hint/Tutorial Highlight/show highlight"", ""FileManagerWindow Hint"", ""Hint"");\n",,,,1917.905;7.360619
NPC_60_60,60,60,2,1,,gitIcon,本次的模擬場景與第一關卡的背景是非常相似的\r\n不過我們這次是使用 Git 系統來管理專案,FALSE,Block,Normal,,"FSMEvent(""Hint/Tutorial Highlight/close highlight"", ""StagingAreaWindow Hint"", ""Hint"");",,,,1917.285;51.0614
NPC_60_61,60,61,2,1,,hammer,"在我們建立了 Git 管理系統後\r\n""存儲庫"" 的內容在初始狀態下會是空的",FALSE,Block,Normal,,"FSMEvent(""Hint/Tutorial Highlight/close highlight"", ""FileManagerWindow Hint"", ""Hint"");\n\nVariable[""ImageKey""] = ""hammer"";\nFSMEvent(""Tutorial Popup/Change Image"", ""Tutorial Popup Parent"", ""Tutorial Popup"");",,,,1915.496;134.8384
NPC_60_62,60,62,2,1,,folder,"所以在通常情況下\r\n我們建立的第一個版本都是將\r\n需要管理的檔案放入 ""存儲庫"" 中",FALSE,Block,Normal,,"Variable[""ImageKey""] = ""folder"";\nFSMEvent(""Tutorial Popup/Change Image"", ""Tutorial Popup Parent"", ""Tutorial Popup"");",,,,1915.687;178.0191
NPC_60_96,60,96,2,1,,cmd,"接下來，為了讓期中報告可以透過 Git 進行管理\r\n讓我們透過指令移動它到 ""暫存區域"" 中吧！",FALSE,Block,Normal,,"Variable[""ImageKey""] = ""cmd"";\nFSMEvent(""Tutorial Popup/Change Image"", ""Tutorial Popup Parent"", ""Tutorial Popup"");\n\nFSMEvent(""Quest Tracker/Add New Quest"", ""Quest Tracker Parent"", ""Quest Tracker"");",,,,1913.708;225.4604
NPC_61_0,61,0,2,2,START,,,FALSE,Block,Normal,,,None(),,,1661.936;1
NPC_61_59,61,59,2,1,,BlackOn 高亮視窗,"非常好！\r\n您順利地將簡報推入到 ""暫存區域"" 了",FALSE,Block,Normal,,"FSMEvent(""Tutorial Popup/Open Black Panel"", ""Tutorial Popup Parent"", ""Tutorial Popup"");\nFSMEvent(""DialogueChatWindow/expand window"", ""DialogueChat Fold Icon"", ""Button"");\n\nFSMEvent(""Common/Window/Show Window"", ""StagingAreaWindow"", ""Window"");\n\nVariable[""Switch""] = ""10"";\nFSMEvent(""Highlight Panel/Highlight Panel"", ""StagingAreaWindow"", ""Window Display"");\n\nFSMEvent(""Hint/Tutorial Highlight/show highlight"", ""StagedFiles Hint"", ""Hint"");\n",,,,1919.22;9.195488
NPC_61_60,61,60,2,1,,checkmark,在確定好已經要提交的內容後,FALSE,Block,Normal,,"FSMEvent(""Hint/Tutorial Highlight/close highlight"", ""StagedFiles Hint"", ""Hint"");\nFSMEvent(""Highlight Panel/Turn Off Highlight"", ""Layer 2 MovableField"", ""Window Controller"");\n\nVariable[""ImageKey""] = ""checkmark"";\nFSMEvent(""Tutorial Popup/Change Image"", ""Tutorial Popup Parent"", ""Tutorial Popup"");",,,,1915.594;62.11436
NPC_61_61,61,61,2,1,,gitIcon,"我們接下來要使用一個新的指令\r\n讓 ""暫存區域"" 的內容移動到 ""存儲庫""\r\n這些內容將會保存成第一個報告版本",FALSE,Block,Normal,,"Variable[""ImageKey""] = ""gitIcon"";\nFSMEvent(""Tutorial Popup/Change Image"", ""Tutorial Popup Parent"", ""Tutorial Popup"");",,,,1908.923;154.4143
NPC_61_62,61,62,2,1,,cmd,"這個指令是 ""<color=#CF001C>git commit -m</color>""\r\n讓我們來了解一下指令的意義吧",FALSE,Block,Normal,,"Variable[""ImageKey""] = ""cmd"";\nFSMEvent(""Tutorial Popup/Change Image"", ""Tutorial Popup Parent"", ""Tutorial Popup"");",,,,1905.669;206.552
NPC_61_96,61,96,2,1,,mail,"""git commit"" 指令會讓\r\n""暫存區域"" 的內容保存為一個新的版本\r\n並記錄到 ""存儲庫"" 中",FALSE,Block,Normal,,"Variable[""ImageKey""] = ""mail"";\nFSMEvent(""Tutorial Popup/Change Image"", ""Tutorial Popup Parent"", ""Tutorial Popup"");",,,,1902.396;261.5071
NPC_61_97,61,97,2,1,,speechSquare,"而 ""-m"" 表示我們可以直接在\r\n指令的前方填入提交訊息 ",FALSE,Block,Normal,,"Variable[""ImageKey""] = ""speechSquare"";\nFSMEvent(""Tutorial Popup/Change Image"", ""Tutorial Popup Parent"", ""Tutorial Popup"");",,,,1906.904;316.9824
NPC_61_98,61,98,2,1,,alert,在提交新的版本前\r\n我們必須要為變更的內容編寫一個提交訊息,FALSE,Block,Normal,,"Variable[""ImageKey""] = ""alert"";\nFSMEvent(""Tutorial Popup/Change Image"", ""Tutorial Popup Parent"", ""Tutorial Popup"");",,,,1908.686;420.6621
NPC_61_99,61,99,2,1,,,並且我們在編寫提交訊息時\r\n也需要去注意訊息的內容,FALSE,Block,Normal,,,,,,1908.685;471.5377
NPC_61_100,61,100,2,1,,lightBulb,編寫<color=#CF001C>清晰、簡潔、有意義</color>的提交訊息\r\n可以幫助自己和團隊\r\n更好地理解檔案變更的目的和內容,FALSE,Block,Normal,,"Variable[""ImageKey""] = ""lightBulb"";\nFSMEvent(""Tutorial Popup/Change Image"", ""Tutorial Popup Parent"", ""Tutorial Popup"");",,,,1908.304;523.0408
NPC_61_101,61,101,2,1,,Listx3,"而當您在本遊戲執行 ""git commit -m"" 指令時\r\n系統會需要您從幾個提交訊息中選擇最合適的訊息",FALSE,Block,Normal,,"Variable[""ImageKey""] = ""Listx3"";\nFSMEvent(""Tutorial Popup/Change Image"", ""Tutorial Popup Parent"", ""Tutorial Popup"");",,,,1911.689;596.6522
NPC_61_102,61,102,2,1,,開啟高亮命令行,"那麼，讓我們實際來使用 ""git commit -m"" ！\r\n請照著以下的步驟來執行這個指令：",FALSE,Block,Normal,,"FSMEvent(""Tutorial Popup/Close Content Panel"", ""Tutorial Popup Parent"", ""Tutorial Popup"");\nFSMEvent(""Common/Window/Show Window"", ""CommandLineWindow"", ""Window"");\n\nVariable[""Switch""] = ""10"";\nFSMEvent(""Highlight Panel/Highlight Panel"", ""CommandLineWindow"", ""Window Display"");\n\nFSMEvent(""Hint/Tutorial Highlight/show highlight"", ""CommandInputField Hint"", ""Hint"");",,,,1909.038;740.83
NPC_61_103,61,103,2,1,,允許操作,"第 1 步：\r\n在輸入欄中輸入 ""<color=red>git commit -m</color>""",FALSE,Block,Normal,,"FSMEvent(""Hint/Tutorial Highlight/close highlight"", ""CommandInputField Hint"", ""Hint"");\n\nFSMEvent(""CommandLineWindow/CommandInputField/Enable Control"", ""CommandLineWindow"", ""Window"");",,,,1913.664;787.0869
NPC_61_104,61,104,2,1,,,"第 2 步：\r\n在指令的後方加入一個空格鍵\r\n指令會變成 ""<color=#CF001C>git commit -m </color>""",FALSE,Block,Normal,,,,,,1913.664;846.209
NPC_61_105,61,105,2,1,,,"第 3 步：\r\n由於 Git 指令會按照空格鍵區分指令欄位\r\n所以在提交訊息時會需要透過 <color=#CF001C>""</color> 符號把訊息包起來\r\n現在指令內容為：「<color=#CF001C>git commit -m """"</color>」",FALSE,Block,Normal,,,,,,1904.709;887.2538
NPC_61_106,61,106,2,1,,,第 4 步：\r\n在本遊戲中，您不需要自己輸入提交訊息\r\n在輸入完第 3 步的指令後,FALSE,Block,Normal,,,,,,1913.664;945.2656
NPC_61_107,61,107,2,1,,,透過 Tab 鍵 或 點擊搜尋按鈕\r\n來開啟提交訊息選項\r\n並從多個選項中點擊滑鼠左鍵\r\n來<color=#CF001C>選擇一個清晰、簡潔、有意義的提交訊息</color>,FALSE,Block,Normal,,"FSMEvent(""Quest Tracker/Add New Quest"", ""Quest Tracker Parent"", ""Quest Tracker"");",,,,1913.664;995.2656
NPC_61_108,61,108,2,1,,,"第 5 步：\r\n在選擇完成之後\r\n輸入欄的內容應該會是：\r\n「<color=#CF001C>git commit -m ""選擇的提交訊息""</color>」",FALSE,Block,Normal,,,,,,1913.664;1045.266
NPC_61_109,61,109,2,1,,禁用對話按鈕,當您輸入的內容相同時\r\n就可以執行正確的指令了！,FALSE,Block,Normal,,"FSMEvent(""Common/Controller/Enable Control"", ""Stage Manager Parent"", ""Button Controller"");\n\nFSMEvent(""Dialog Button/Hide Button"", ""Continue Button"", ""Button"");\nFSMEvent(""Dialog Button/Hide Button"", ""Skip Button"", ""Button"");",,,,1913.664;1093.379
